SchoolYear,DistrictName,StudentGroupType,StudentGroup,GradeLevel,TestAdministration,TestSubject,Count of Students Expected to Test,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentParticipation
2016-17,Walla Walla Public Schools,All,All Students,03,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,03,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,03,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,FRL,Low-Income,03,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Gender,Female,03,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,03,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,03,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,03,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,White,03,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,03,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,03,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,All,All Students,03,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,03,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,03,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,FRL,Low-Income,03,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Gender,Female,03,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,03,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,03,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,03,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Race,White,03,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,03,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,03,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,All,All Students,03,SBAC,ELA,415.0,0.356626506024,0.2168674698795,0.1831325301204,0.233734939759,0.9903614457832
2016-17,Walla Walla Public Schools,ELL,English Language Learners,03,SBAC,ELA,84.0,0.7142857142857,0.2142857142857,0.0714285714285,0.0,1.0
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,03,SBAC,ELA,331.0,0.2658610271903,0.2175226586102,0.2114803625377,0.2930513595166,0.987915407855
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,03,SBAC,ELA,415.0,0.356626506024,0.2168674698795,0.1831325301204,0.233734939759,0.9903614457832
2016-17,Walla Walla Public Schools,FRL,Non-Low Income,03,SBAC,ELA,166.0,0.1265060240963,0.1867469879518,0.1987951807228,0.4698795180722,0.9819277108434
2016-17,Walla Walla Public Schools,FRL,Low-Income,03,SBAC,ELA,249.0,0.5100401606425,0.2369477911646,0.1726907630522,0.0763052208835,0.995983935743
2016-17,Walla Walla Public Schools,Gender,Female,03,SBAC,ELA,203.0,0.3004926108374,0.2118226600985,0.231527093596,0.2512315270935,0.9950738916257
2016-17,Walla Walla Public Schools,Gender,Male,03,SBAC,ELA,212.0,0.4103773584905,0.2216981132075,0.1367924528301,0.2169811320754,0.9858490566038
2016-17,Walla Walla Public Schools,homeless,Homeless,03,SBAC,ELA,11.0,0.5454545454545,0.2727272727272,0.1818181818181,0.0,1.0
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,03,SBAC,ELA,404.0,0.3514851485148,0.2153465346534,0.1831683168316,0.2400990099009,0.990099009901
2016-17,Walla Walla Public Schools,Migrant,Migrant,03,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,03,SBAC,ELA,,0.3513513513513,0.2137592137592,0.1867321867321,0.2383292383292,0.990171990172
2016-17,Walla Walla Public Schools,Military,Military Parent,03,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,03,SBAC,ELA,,0.3592233009708,0.2160194174757,0.1844660194174,0.2305825242718,0.990291262136
2016-17,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,03,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,Black/ African American,03,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,Asian,03,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,TwoorMoreRaces,03,SBAC,ELA,,0.4210526315789,0.2105263157894,0.1578947368421,0.2105263157894,1.0
2016-17,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),03,SBAC,ELA,182.0,0.5,0.2637362637362,0.1263736263736,0.1098901098901,1.0
2016-17,Walla Walla Public Schools,Race,White,03,SBAC,ELA,210.0,0.2238095238095,0.1761904761904,0.2333333333333,0.347619047619,0.9809523809524
2016-17,Walla Walla Public Schools,s504,Section 504,03,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,03,SBAC,ELA,,0.3571428571428,0.2167487684729,0.179802955665,0.2389162561576,0.9926108374385
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,03,SBAC,ELA,62.0,0.7419354838709,0.0806451612903,0.0806451612903,0.0483870967741,0.9516129032259
2016-17,Walla Walla Public Schools,SWD,Students without Disabilities,03,SBAC,ELA,353.0,0.2889518413597,0.2407932011331,0.2011331444759,0.2662889518413,0.9971671388102
2016-17,Walla Walla Public Schools,All,All Students,03,SBAC,Math,415.0,0.3301204819277,0.2240963855421,0.2746987951807,0.1614457831325,0.9903614457832
2016-17,Walla Walla Public Schools,ELL,English Language Learners,03,SBAC,Math,84.0,0.6547619047619,0.2380952380952,0.1071428571428,0.0,1.0
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,03,SBAC,Math,331.0,0.2477341389728,0.2205438066465,0.3172205438066,0.202416918429,0.987915407855
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,03,SBAC,Math,415.0,0.3301204819277,0.2240963855421,0.2746987951807,0.1614457831325,0.9903614457832
2016-17,Walla Walla Public Schools,FRL,Non-Low Income,03,SBAC,Math,166.0,0.1385542168674,0.1686746987951,0.3734939759036,0.3072289156626,0.987951807229
2016-17,Walla Walla Public Schools,FRL,Low-Income,03,SBAC,Math,249.0,0.4578313253012,0.2610441767068,0.2088353413654,0.0642570281124,0.991967871486
2016-17,Walla Walla Public Schools,Gender,Female,03,SBAC,Math,203.0,0.3251231527093,0.2216748768472,0.2906403940886,0.1576354679802,0.9950738916257
2016-17,Walla Walla Public Schools,Gender,Male,03,SBAC,Math,212.0,0.3349056603773,0.2264150943396,0.2594339622641,0.1650943396226,0.9858490566038
2016-17,Walla Walla Public Schools,homeless,Homeless,03,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,03,SBAC,Math,,0.319306930693,0.2252475247524,0.279702970297,0.1658415841584,0.990099009901
2016-17,Walla Walla Public Schools,Migrant,Migrant,03,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,03,SBAC,Math,,0.3292383292383,0.2235872235872,0.2727272727272,0.1646191646191,0.990171990172
2016-17,Walla Walla Public Schools,Military,Military Parent,03,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,03,SBAC,Math,,0.3325242718446,0.2257281553398,0.2718446601941,0.1601941747572,0.990291262136
2016-17,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,03,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,Race,Black/ African American,03,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,Race,Asian,03,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,Race,TwoorMoreRaces,03,SBAC,Math,,0.2631578947368,0.2105263157894,0.2631578947368,0.2631578947368,1.0
2016-17,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),03,SBAC,Math,182.0,0.4670329670329,0.2417582417582,0.2362637362637,0.0494505494505,0.9945054945055
2016-17,Walla Walla Public Schools,Race,White,03,SBAC,Math,210.0,0.2142857142857,0.2095238095238,0.3095238095238,0.2523809523809,0.9857142857143
2016-17,Walla Walla Public Schools,s504,Section 504,03,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,03,SBAC,Math,,0.3349753694581,0.2167487684729,0.2758620689655,0.1650246305418,0.9926108374385
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,03,SBAC,Math,62.0,0.7419354838709,0.0645161290322,0.0967741935483,0.0483870967741,0.9516129032259
2016-17,Walla Walla Public Schools,SWD,Students without Disabilities,03,SBAC,Math,353.0,0.2577903682719,0.2521246458923,0.3059490084985,0.1813031161473,0.9971671388102
2016-17,Walla Walla Public Schools,All,All Students,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,ELL,English Language Learners,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,FRL,Non-Low Income,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,FRL,Low-Income,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Gender,Female,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Gender,Male,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,White,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,04,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,All,All Students,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,ELL,English Language Learners,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,FRL,Non-Low Income,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,FRL,Low-Income,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Gender,Female,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Gender,Male,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Race,White,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,04,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,All,All Students,04,SBAC,ELA,398.0,0.3140703517587,0.1909547738693,0.251256281407,0.2286432160804,0.9849246231156
2016-17,Walla Walla Public Schools,ELL,English Language Learners,04,SBAC,ELA,70.0,0.6428571428571,0.2428571428571,0.1142857142857,0.0,1.0
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,04,SBAC,ELA,328.0,0.2439024390243,0.1798780487804,0.280487804878,0.2774390243902,0.9817073170732
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,04,SBAC,ELA,398.0,0.3140703517587,0.1909547738693,0.251256281407,0.2286432160804,0.9849246231156
2016-17,Walla Walla Public Schools,FRL,Non-Low Income,04,SBAC,ELA,151.0,0.1655629139072,0.0993377483443,0.251655629139,0.4635761589403,0.9801324503312
2016-17,Walla Walla Public Schools,FRL,Low-Income,04,SBAC,ELA,247.0,0.4048582995951,0.246963562753,0.2510121457489,0.0850202429149,0.9878542510122
2016-17,Walla Walla Public Schools,Gender,Male,04,SBAC,ELA,195.0,0.3384615384615,0.2051282051282,0.251282051282,0.1794871794871,0.974358974359
2016-17,Walla Walla Public Schools,Gender,Female,04,SBAC,ELA,203.0,0.2906403940886,0.1773399014778,0.2512315270935,0.2758620689655,0.9950738916257
2016-17,Walla Walla Public Schools,homeless,Homeless,04,SBAC,ELA,,0.6,0.2,0.2,0.0,1.0
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,04,SBAC,ELA,388.0,0.3067010309278,0.1907216494845,0.2525773195876,0.2345360824742,0.9845360824743
2016-17,Walla Walla Public Schools,Migrant,Migrant,04,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,04,SBAC,ELA,,0.3078880407124,0.1933842239185,0.2519083969465,0.2315521628498,0.9847328244275
2016-17,Walla Walla Public Schools,Military,Military Parent,04,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,04,SBAC,ELA,,0.3113924050632,0.1924050632911,0.2506329113924,0.2303797468354,0.9848101265823
2016-17,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,04,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,Black/ African American,04,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,Asian,04,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,TwoorMoreRaces,04,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),04,SBAC,ELA,171.0,0.4210526315789,0.2748538011695,0.2397660818713,0.0526315789473,0.9883040935673
2016-17,Walla Walla Public Schools,Race,White,04,SBAC,ELA,211.0,0.2227488151658,0.1327014218009,0.260663507109,0.3649289099526,0.9810426540285
2016-17,Walla Walla Public Schools,s504,Section 504,04,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,04,SBAC,ELA,,0.3110539845758,0.1928020565552,0.2493573264781,0.2313624678663,0.9845758354756
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,04,SBAC,ELA,55.0,0.8,0.0727272727272,0.0,0.0545454545454,0.9272727272728
2016-17,Walla Walla Public Schools,SWD,Students without Disabilities,04,SBAC,ELA,343.0,0.2361516034985,0.2099125364431,0.2915451895043,0.2565597667638,0.99416909621
2016-17,Walla Walla Public Schools,All,All Students,04,SBAC,Math,398.0,0.2361809045226,0.3065326633165,0.2713567839195,0.1708542713567,0.9849246231156
2016-17,Walla Walla Public Schools,ELL,English Language Learners,04,SBAC,Math,71.0,0.5070422535211,0.4225352112676,0.0704225352112,0.0,1.0
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,04,SBAC,Math,327.0,0.177370030581,0.2813455657492,0.3149847094801,0.2079510703363,0.9816513761468
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,04,SBAC,Math,398.0,0.2361809045226,0.3065326633165,0.2713567839195,0.1708542713567,0.9849246231156
2016-17,Walla Walla Public Schools,FRL,Non-Low Income,04,SBAC,Math,151.0,0.1059602649006,0.1788079470198,0.3576158940397,0.3311258278145,0.9735099337749
2016-17,Walla Walla Public Schools,FRL,Low-Income,04,SBAC,Math,247.0,0.3157894736842,0.3846153846153,0.2186234817813,0.0728744939271,0.9919028340081
2016-17,Walla Walla Public Schools,Gender,Male,04,SBAC,Math,194.0,0.2319587628865,0.2886597938144,0.2886597938144,0.1701030927835,0.979381443299
2016-17,Walla Walla Public Schools,Gender,Female,04,SBAC,Math,204.0,0.2401960784313,0.3235294117647,0.2549019607843,0.1715686274509,0.9901960784314
2016-17,Walla Walla Public Schools,homeless,Homeless,04,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,04,SBAC,Math,,0.2268041237113,0.3067010309278,0.2757731958762,0.1752577319587,0.9845360824743
2016-17,Walla Walla Public Schools,Migrant,Migrant,04,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,04,SBAC,Math,,0.2321428571428,0.3035714285714,0.2755102040816,0.1734693877551,0.9846938775511
2016-17,Walla Walla Public Schools,Military,Military Parent,04,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,04,SBAC,Math,,0.2354430379746,0.306329113924,0.2734177215189,0.1696202531645,0.9848101265823
2016-17,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,04,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,Race,Black/ African American,04,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,Race,Asian,04,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,Race,TwoorMoreRaces,04,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),04,SBAC,Math,172.0,0.3255813953488,0.4302325581395,0.1744186046511,0.0581395348837,0.9883720930233
2016-17,Walla Walla Public Schools,Race,White,04,SBAC,Math,210.0,0.1571428571428,0.2142857142857,0.3428571428571,0.2666666666666,0.9809523809524
2016-17,Walla Walla Public Schools,s504,Section 504,04,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,04,SBAC,Math,,0.2313624678663,0.3084832904884,0.2750642673521,0.1696658097686,0.9845758354756
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,04,SBAC,Math,54.0,0.6666666666666,0.2037037037037,0.0555555555555,0.0185185185185,0.9444444444445
2016-17,Walla Walla Public Schools,SWD,Students without Disabilities,04,SBAC,Math,344.0,0.1686046511627,0.3226744186046,0.3052325581395,0.1947674418604,0.9912790697675
2016-17,Walla Walla Public Schools,All,All Students,05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,FRL,Non-Low Income,05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,FRL,Low-Income,05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Gender,Female,05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Gender,Male,05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,White,05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,05,AIM,ELA,,,,,,
2016-17,Walla Walla Public Schools,All,All Students,05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,FRL,Non-Low Income,05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,FRL,Low-Income,05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Gender,Female,05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Gender,Male,05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Race,White,05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,s504,Non Section 504,05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,05,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,All,All Students,05,SBAC,ELA,409.0,0.2542787286063,0.2371638141809,0.2909535452322,0.2053789731051,0.9877750611247
2016-17,Walla Walla Public Schools,ELL,English Language Learners,05,SBAC,ELA,54.0,0.6481481481481,0.2407407407407,0.037037037037,0.0555555555555,0.9814814814815
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,05,SBAC,ELA,355.0,0.194366197183,0.2366197183098,0.3295774647887,0.2281690140845,0.9887323943662
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,05,SBAC,ELA,409.0,0.2542787286063,0.2371638141809,0.2909535452322,0.2053789731051,0.9877750611247
2016-17,Walla Walla Public Schools,FRL,Non-Low Income,05,SBAC,ELA,181.0,0.0994475138121,0.1878453038674,0.3591160220994,0.3370165745856,0.9834254143647
2016-17,Walla Walla Public Schools,FRL,Low-Income,05,SBAC,ELA,228.0,0.3771929824561,0.2763157894736,0.2368421052631,0.1008771929824,0.9912280701755
2016-17,Walla Walla Public Schools,Gender,Female,05,SBAC,ELA,173.0,0.2023121387283,0.2196531791907,0.3121387283236,0.2601156069364,0.9942196531792
2016-17,Walla Walla Public Schools,Gender,Male,05,SBAC,ELA,236.0,0.2923728813559,0.25,0.2754237288135,0.1652542372881,0.9830508474577
2016-17,Walla Walla Public Schools,homeless,Homeless,05,SBAC,ELA,13.0,0.4615384615384,0.3076923076923,0.076923076923,0.1538461538461,1.0
2016-17,Walla Walla Public Schools,homeless,Non-Homeless,05,SBAC,ELA,396.0,0.2474747474747,0.2348484848484,0.2979797979797,0.2070707070707,0.9873737373738
2016-17,Walla Walla Public Schools,Migrant,Migrant,05,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Migrant,Non Migrant,05,SBAC,ELA,,0.2536945812807,0.2364532019704,0.2931034482758,0.2044334975369,0.9876847290641
2016-17,Walla Walla Public Schools,Military,Military Parent,05,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Military,Non Military Parent,05,SBAC,ELA,,0.2543209876543,0.2395061728395,0.2888888888888,0.2049382716049,0.9876543209877
2016-17,Walla Walla Public Schools,Race,American Indian/ Alaskan Native,05,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,Black/ African American,05,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,Asian,05,SBAC,ELA,,,,,,
2016-17,Walla Walla Public Schools,Race,TwoorMoreRaces,05,SBAC,ELA,17.0,0.235294117647,0.235294117647,0.235294117647,0.2941176470588,1.0
2016-17,Walla Walla Public Schools,Race,Hispanic/ Latino of any race(s),05,SBAC,ELA,167.0,0.3413173652694,0.2934131736526,0.2395209580838,0.1197604790419,0.994011976048
2016-17,Walla Walla Public Schools,Race,White,05,SBAC,ELA,213.0,0.1924882629107,0.2018779342723,0.3239436619718,0.262910798122,0.981220657277
2016-17,Walla Walla Public Schools,FRL,Non-Low Income,06,AIM,Math,,,,,,
2016-17,Walla Walla Public Schools,s504,Section 504,05,SBAC,ELA,14.0,0.2142857142857,0.5,0.2142857142857,0.0714285714285,1.0
2016-17,Walla Walla Public Schools,s504,Non Section 504,05,SBAC,ELA,395.0,0.2556962025316,0.2278481012658,0.2936708860759,0.2101265822784,0.9873417721519
2016-17,Walla Walla Public Schools,SWD,Students with Disabilities,05,SBAC,ELA,48.0,0.7291666666666,0.125,0.0625,0.0416666666666,0.9583333333334
2016-17,Walla Walla Public Schools,SWD,Students without Disabilities,05,SBAC,ELA,361.0,0.191135734072,0.2520775623268,0.3213296398891,0.2271468144044,0.9916897506926
2016-17,Walla Walla Public Schools,All,All Students,05,SBAC,Math,409.0,0.3178484107579,0.2665036674816,0.1858190709046,0.2127139364303,0.9828850855746
2016-17,Walla Walla Public Schools,ELL,English Language Learners,05,SBAC,Math,,,,,,
2016-17,Walla Walla Public Schools,ELL,Non-English Language Learners,05,SBAC,Math,,0.2676056338028,0.2647887323943,0.2084507042253,0.2422535211267,0.9830985915493
2016-17,Walla Walla Public Schools,Foster,Non-Foster Care,05,SBAC,Math,409.0,0.3178484107579,0.2665036674816,0.1858190709046,0.2127139364303,0.9828850855746
2016-17,Walla Walla Public Schools,FRL,Non-Low Income,05,SBAC,Math,181.0,0.171270718232,0.2044198895027,0.2596685082872,0.342541436464,0.9779005524862
2016-17,Walla Walla Public Schools,FRL,Low-Income,05,SBAC,Math,228.0,0.4342105263157,0.3157894736842,0.1271929824561,0.109649122807,0.9868421052632
2016-17,Walla Walla Public Schools,Gender,Female,05,SBAC,Math,173.0,0.3236994219653,0.2832369942196,0.179190751445,0.2023121387283,0.9884393063584
2016-17,Walla Walla Public Schools,Gender,Male,05,SBAC,Math,236.0,0.3135593220338,0.2542372881355,0.1906779661016,0.2203389830508,0.9788135593221
